book_id,title,genre,description
8950,The Wisdom of Stones,Historical Fiction|Adventure|War,"<The Wisdom of Stones> is a historical fiction novel by Greg Matthews, set in Australia's Northern Territory during World War II, following the journey of Clive Bagnall, Doug Farrands, and Valerie as they navigate the challenges of the bush and the upheavals of war."
8951,Other Lovers,Fiction|Romance,<Other Lovers> is a novel by Erin Pizzey that explores the complexities of love and relationships.
8952,Over There,Historical Fiction|War Fiction,<Over There> is a novel by Thomas Fleming that delves into the experiences of American soldiers during World War I.
8953,Laurence Olivier: A Biography,Biography|Nonfiction|Film|Theatre,"<Laurence Olivier: A Biography> is a comprehensive exploration of the life and career of the renowned actor Laurence Olivier, delving into his personal struggles, professional achievements, and relationships."
8954,A Hooded Crow,Thriller|Espionage|Spy Thriller,<A Hooded Crow> is a spy thriller by Craig Thomas featuring British agents Patrick Hyde and Tony Godwin investigating a KGB plot involving high-tech equipment smuggling.
8955,Keeper of the Light : Keeper of the Light,Romance|Women's Fiction|Contemporary Fiction,<Keeper of the Light : Keeper of the Light> is a novel by Diane Chamberlain that delves into the lives of three individuals—Dr.
8956,City of Gold,Historical Fiction|Espionage|Thriller,"<City of Gold> is a World War II thriller set in Cairo, where British Major Albert Cutler searches for a spy leaking secrets to Rommel's forces."
8957,Dire Happenings at Scratch Ankle (Kate Mulcay Mystery),Mystery|Suspense|Thriller,<Dire Happenings at Scratch Ankle (Kate Mulcay Mystery)> is a suspenseful thriller featuring Atlanta reporter Kate Mulcay as she investigates a missing legislator and uncovers a series of mysterious deaths.
8958,The Lies That Bind: A Neil Hamel Mystery,Mystery|Fiction,<The Lies That Bind: A Neil Hamel Mystery> is a novel by Judith Van Gieson featuring Albuquerque attorney Neil Hamel investigating the case of an elderly woman accused of murder.
8959,Loyalties,Historical Fiction|World War II|Romance,"<Loyalties> is a novel by Thomas Fleming that intertwines the lives of an American naval officer and a German resistance member during World War II, exploring themes of love, betrayal, and patriotism."
8960,Death Penalty: A Novel,Legal Thriller|Crime|Mystery,<Death Penalty: A Novel> is a legal thriller featuring Detroit lawyer Charley Sloan as he confronts corruption within the judicial system.
8961,Under Fire: An American Story,Biography|Politics|Military,<Under Fire: An American Story> is a candid autobiography by Oliver L.
8962,Quitting the Mob,Biography|Nonfiction|Crime|True Crime,"<Quitting the Mob> is a firsthand account by Michael Franzese, a former member of the Colombo crime family, detailing his life in the Mafia and his decision to leave the organization."
8963,In Name Only,Fiction|Romance|Drama,"<In Name Only> is a novel by Barbara Wilkins that follows Beth Carol Barnes, a young woman from Coeur d'Alene, Idaho, who moves to Los Angeles and becomes entangled in the city's underbelly, leading to unexpected motherhood and a complex journey through the entertainment industry."
8964,Belladonna,Historical Fiction|Fantasy|Romance,"<Belladonna> is a tale of a historian's obsession with a 17th-century alchemist's mistress, leading to a dangerous and passionate affair that transcends time."
8965,Ten Little Bloodhounds (Bloodhound (Paperback)),Mystery|Cozy Mystery|Animal Fiction,"<Ten Little Bloodhounds (Bloodhound (Paperback))> is a mystery novel featuring Jo Beth Sidden, a bloodhound trainer in Georgia, who investigates the murder of a wealthy matriarch after agreeing to find her missing cat."
8966,The Escape Artist,Fiction|Mystery|Romance|Thriller,<The Escape Artist> is a poignant tale of a mother's unbreakable bond with her child and the resiliency of a love that transcends distance and time.
8967,Vengeance,Mystery|Crime|Thriller,<Vengeance> is a mystery novel by Stuart M.
8968,New York Dead,Suspense|Thriller|Crime,"<New York Dead> is a suspenseful thriller featuring Stone Barrington, a retired detective turned lawyer/private investigator, who becomes entangled in a complex case involving a television anchorwoman's mysterious fall from her penthouse."
8969,"Ah, Sweet Mystery",Mystery|Crime|Cozy,"<Ah, Sweet Mystery> is a mystery novel featuring Kate Mulcay, an Atlanta newspaper columnist who investigates the murder of a local businessman."
8970,Deadly Perfume: An International Thriller,Thriller|Espionage|Suspense,<Deadly Perfume: An International Thriller> is a gripping tale of Mossad agent David Morton racing against time to prevent a terrorist from unleashing a deadly anthrax virus on major cities worldwide.
8971,Power in the Blood,Historical Fiction|Western,"<Power in the Blood> is a historical fiction novel by Greg Matthews, set in the American West, following the lives of three orphaned siblings reunited years later to seek revenge."
8972,Santa Fe Rules,Mystery|Thriller|Crime|Legal,"<Santa Fe Rules> is a thrilling novel where a successful movie producer, Wolf Willett, is stunned to read his own death reported in a major newspaper, leading him to hire a top criminal attorney to clear his name and uncover the truth behind the mysterious events."
8973,And the Ass Saw the Angel,Gothic|Southern Gothic,"<And the Ass Saw the Angel> is a Southern Gothic novel by Nick Cave, depicting the harrowing life of a mute outcast in a nightmarish valley inhabited by preachers, prophets, and ignorance."
8974,Solis,Science Fiction,<Solis> is a science fiction novel by A.A.
8975,MAMista,Fiction|Thriller|Espionage|Action,"<MAMista> is a novel by Len Deighton set in a fictional South American country, Spanish Guyana, in the late 1980s or early 1990s."
8976,Still Waters,Romantic Suspense|Mystery|Thriller,"<Still Waters> is a romantic suspense novel by Tami Hoag, set in the small Minnesota town of Still Creek, where Elizabeth Stuart, a newcomer running a local newspaper, becomes entangled in a murder investigation that uncovers the town's hidden secrets."
8977,Shooting Star,Romance,<Shooting Star> is a passionate love story from USA Today bestselling author Barbara Bretton.
8978,Black Dreams,Mystery|Thriller|Supernatural,"<Black Dreams> is a mystery novel featuring psychic sleuth Theresa Fortunato, who receives messages from a kidnapped child, leading her and LAPD detective Oliver Jardine on a race against time to solve the case."
8979,Perfect Murder: Five Great Mystery Writers Create the Perfect Crime,Mystery|Fiction|Short Stories|Anthologies,<Perfect Murder: Five Great Mystery Writers Create the Perfect Crime> is a collection where five renowned mystery authors present their unique plans for the ideal crime.
8980,Fire on Ice,Biography|Sports,"<Fire on Ice> is an autobiography of hockey player Eric Lindros, detailing his early career and experiences in the sport."
8981,Growing Up Brady: I Was a Teenage Greg,Biography|Memoir|Pop Culture|Television,"<Growing Up Brady: I Was a Teenage Greg> is a memoir by Barry Williams, co-written with Chris Kreski, detailing Williams' experiences as Greg Brady on 'The Brady Bunch' and offering behind-the-scenes insights into the show's production and cast dynamics."
8982,Lost Boys,Horror|Supernatural Thriller,"<Lost Boys> is a horror novel by Orson Scott Card that follows a family's unsettling experiences in a small town, where their son befriends imaginary playmates who share the names of missing children."
8983,The Wolf Path,Mystery|Crime|Environmental Fiction,"<The Wolf Path> is a mystery novel featuring attorney Neil Hamel, who becomes entangled in a murder investigation involving a wolf advocate and the contentious reintroduction of wolves in New Mexico."
8984,Done Deal,Mystery|Thriller|Crime,<Done Deal> is a gripping tale of a South Florida building contractor entangled in a web of corruption and violence as he rebuilds his family's business.
8985,Bones: A Forensic Detective's Casebook,Nonfiction|True Crime|Science|Anthropology,<Bones: A Forensic Detective's Casebook> is a book written by Douglas H.
8986,The Thief of Always,Dark Fantasy|Suspense|Children's Fiction,<The Thief of Always> is a dark fantasy novel by Clive Barker about a 10-year-old boy who discovers a magical house that offers eternal youth but hides a sinister secret.
8987,"No More Holiday Blues: Uplifting Advice for Recapturing the True Spirit of Christmas, Hanukkah, and the New Year",Self Help|Psychology,"<No More Holiday Blues: Uplifting Advice for Recapturing the True Spirit of Christmas, Hanukkah, and the New Year> is a book by Wayne W."
8988,Your Erroneous Zones,Self-Help|Psychology|Personal Development,<Your Erroneous Zones> is Your Erroneous Zones is a self-help book by Wayne W.
8989,Name of the Beast,Thriller|Horror|Historical Fiction|Mystery,"<Name of the Beast> is Name of the Beast is a novel by Daniel Easterman that intertwines Egyptian lore, Islamic fundamentalism, espionage, and terrorism, all leading toward an apocalyptic confrontation in the year 2000."
8990,Real Magic: Creating Miracles in Everyday Life,Self Help|Spirituality|Nonfiction|Personal Development,<Real Magic: Creating Miracles in Everyday Life> is a book by Dr.
8991,The Trouble With Thin Ice (Simona Griffo Mysteries (Paperback)),Mystery|Detective Fiction|Amateur Sleuth,"<The Trouble With Thin Ice (Simona Griffo Mysteries (Paperback))> is a mystery novel featuring Simona Griffo, an Italian-American advertising executive and amateur sleuth, who investigates the murder of a widow in Connecticut."
8992,Fortune's Child,Historical Romance,"<Fortune's Child> is a historical romance novel by William Gill, published in 1994 by Harper Mass Market Paperbacks, set in the Regency era."
8993,L.A. Times,Crime|Thriller|Suspense,<L.A.
8994,Dead Eyes,Mystery|Thriller|Crime|Suspense,"<Dead Eyes> is a gripping tale of a rising Hollywood actress who becomes the target of a stalker, leading to a suspenseful battle for her safety."
8995,For Love,Fiction|Contemporary|Literary Fiction|Women's Fiction,"<For Love> is a novel by Sue Miller that delves into the complexities of family relationships and romantic entanglements among childhood friends reuniting in Cambridge, Massachusetts."
8996,Marilyn Monroe: The Biography : Marilyn Monroe: The Biography,Biography|Nonfiction|Film|History,"<Marilyn Monroe: The Biography : Marilyn Monroe: The Biography> is a comprehensive account of Marilyn Monroe's life, revealing new details about her childhood, marriages, relationships, and mysterious death."
8997,Playing With Cobras,Thriller|Espionage|Mystery,<Playing With Cobras> is a gripping espionage thriller where British agent Patrick Hyde uncovers a web of political corruption and murder in India.
8998,A Wild Justice,Thriller|Espionage|Crime Fiction,"<A Wild Justice> is a gripping thriller where an ex-CIA agent and a Russian detective uncover a deadly conspiracy involving murder, corruption, and international intrigue."
8999,Every Crooked Nanny (Callahan Garrity Mysteries (Paperback)),Mystery|Cozy Mystery|Humor,"<Every Crooked Nanny (Callahan Garrity Mysteries (Paperback))> is a humorous mystery novel featuring Callahan Garrity, a former cop turned house cleaner, who investigates the disappearance of a client's nanny along with valuable items and sensitive documents."
9000,To Live and Die in Dixie (Callahan Garrity Mysteries (Paperback)),Mystery|Cozy Mystery|Southern Fiction,"<To Live and Die in Dixie (Callahan Garrity Mysteries (Paperback))> is a mystery novel featuring Callahan Garrity, a former Atlanta police officer turned house cleaner and amateur sleuth, who investigates the murder of a young woman and the theft of a Civil War diary."
9001,Strange Brew (Callahan Garrity Mysteries (Paperback)),Mystery|Cozy Mystery|Southern Fiction,"<Strange Brew (Callahan Garrity Mysteries (Paperback))> is a cozy mystery novel featuring Callahan Garrity, a former cop turned housecleaner, who investigates the murder of a microbrewer in her gentrifying Atlanta neighborhood."
9002,Redemption,Historical Fiction|Adventure|Irish Literature,"<Redemption> is a historical novel by Leon Uris that continues the epic story of the Irish struggle for freedom, following the Larkin family's journey from Ireland to New Zealand, Egypt, and Gallipoli."
9003,Full-Bodied Red,Mystery|Suspense|Crime,<Full-Bodied Red> is a suspenseful mystery novel featuring San Francisco phobia therapist Quinn Parker as he investigates the disappearance of a young winery heir entangled in dark family secrets and crimes linked to Southeast Asia.
9004,Final Resort,Thriller|Fiction,"<Final Resort> is a tale of a small businessman with boundless energy who gets involved with something bigger than he bargained for and finds that not only is everything he owns on the line, but his life is as well."
9005,After All These Years,Mystery|Humor|Contemporary Fiction,"<After All These Years> is a humorous mystery novel by Susan Isaacs, following Rosie Meyers as she becomes the prime suspect in her husband's murder and embarks on a quest to uncover the real killer."
9006,Inventing Memory: A Novel of Mothers and Daughters,Fiction|Women's Fiction|Historical Fiction|Jewish Fiction,"<Inventing Memory: A Novel of Mothers and Daughters> is a multigenerational saga of Jewish-American women, exploring their triumphs, tragedies, and love affairs."
9007,Concert of Ghosts,Mystery|Thriller|Suspense,"<Concert of Ghosts> is a thriller by Campbell Armstrong about Harry Tennant, a former hippie who, after being arrested for growing marijuana, teams up with reporter Alison Seagrove to uncover a political conspiracy linked to his past."
9008,Mafia Dynasty: The Rise and Fall of the Gambino Crime Family,True Crime|Nonfiction|Crime|History,"<Mafia Dynasty: The Rise and Fall of the Gambino Crime Family> is a comprehensive account of the Gambino family's evolution from its Sicilian origins to its dominance in New York's underworld, detailing the lives of notorious figures like Carlo Gambino and John Gotti."
9009,Rebel (Starbuck Chronicles),Historical Fiction|War Fiction,"<Rebel (Starbuck Chronicles)> is a historical fiction novel by Bernard Cornwell, set during the American Civil War, following the journey of Nathaniel Starbuck, a northern man who enlists in a Confederate regiment."
9010,The Judas Testament,Thriller|Mystery|Suspense,"<The Judas Testament> is a thriller novel by Daniel Easterman, published in 1994, that follows Dr."
9011,Stonehenge,Historical Fiction|Historical Fantasy|Prehistory,<Stonehenge> is a novel by Bernard Cornwell that explores the creation of the ancient monument through the lives of three brothers in prehistoric Britain.
9012,Violent Ward,Crime|Thriller|Mystery,"<Violent Ward> is a crime thriller by Len Deighton, featuring Mickey Murphy, a criminal lawyer in Los Angeles entangled in a complex scam and murder investigation."
9013,Copperhead (Starbuck Chronicles),Historical Fiction|War Fiction|Military Fiction,"<Copperhead (Starbuck Chronicles)> is a historical novel by Bernard Cornwell, set during the American Civil War, following Confederate officer Nathaniel Starbuck as he navigates espionage and battlefields in 1862."
9014,Battle Flag (Starbuck Chronicles),Historical Fiction|War Fiction,"<Battle Flag (Starbuck Chronicles)> is a historical fiction novel by Bernard Cornwell, set during the American Civil War, following Captain Nate Starbuck's struggles in the Confederate army."
9015,The Bloody Ground (Starbuck Chronicles),Historical Fiction|War Fiction|Military Fiction,<The Bloody Ground (Starbuck Chronicles)> is a novel by Bernard Cornwell that follows Confederate officer Nathaniel Starbuck as he leads a punishment battalion into the Battle of Antietam during the American Civil War.
9016,Sacrament,Fantasy|Dark Fantasy|LGBTQ+ Fiction,"<Sacrament> is a dark fantasy novel by Clive Barker that follows Will Rabjohns, a renowned wildlife photographer, as he confronts his past and the mysteries of his identity after a near-fatal encounter with a polar bear."
9017,Galilee,Fantasy|Romance|Supernatural,"<Galilee> is a novel by Clive Barker that intertwines the destinies of two powerful families, the Gearys and the Barbarossas, exploring themes of love, conflict, and the supernatural."
9018,A Marriage Made in Heaven : Or Too Tired for an Affair,Humor|Nonfiction|Biography|Memoir,"<A Marriage Made in Heaven : Or Too Tired for an Affair> is a humorous and autobiographical exploration of Erma Bombeck's 44-year marriage, offering candid insights into family life, love, and the challenges of domesticity."
9019,The Fourth Estate,Fiction|Thriller|Historical Fiction,"<The Fourth Estate> is a novel by Jeffrey Archer that follows the lives of two media barons, Richard Armstrong and Keith Townsend, as they rise from contrasting backgrounds to build competing newspaper empires, leading to a global rivalry."
9020,Honor Among Thieves,Thriller|Mystery|Historical Fiction,"<Honor Among Thieves> is a thriller novel by Jeffrey Archer, published in 1993, involving a plot to steal and destroy the American Declaration of Independence."
9021,Night of the Apocalypse,Thriller|Espionage|Terrorism,"<Night of the Apocalypse> is a thriller by Daniel Easterman that follows Irish agent Declan Carberry as he investigates the murders of four British MI5 agents by British-assisted Irish terrorists, overseeing a crucial peace conference, and confronting the kidnapping of the woman he loves."
9022,Everything to Gain,Romance|Family Drama|Women's Fiction,"<Everything to Gain> is a compelling tale of Mallory Keswick, a woman who, after a devastating tragedy, rebuilds her life and discovers new reserves of courage and strength."
9023,Everything to Gain,Romance|Family Drama|Women's Fiction,"<Everything to Gain> is a compelling tale of Mallory Keswick, a woman who, after a devastating tragedy, rebuilds her life and discovers new reserves of courage and strength."
9024,Dangerous to Know,Romance|Mystery|Family Saga,<Dangerous to Know> is a compelling story of old loves and old secrets.
9025,Love in Another Town,Romance|Contemporary Romance|Fiction,"<Love in Another Town> is a romantic novel by Barbara Taylor Bradford about Jake and Maggie, each fleeing a failed marriage, who meet and fall in love, but their pasts throw up obstacles."
9026,I Love This Game!: My Life and Baseball,Biography|Sports|Nonfiction,"<I Love This Game!: My Life and Baseball> is a memoir by baseball legend Kirby Puckett, detailing his journey from Chicago's South Side to becoming a celebrated center fielder for the Minnesota Twins, highlighting his achievements, challenges, and love for the game."
9027,Dreamboat,Mystery|Crime|Hard-Boiled,<Dreamboat> is a hard-boiled mystery novel featuring private investigator Jack Flippo as he investigates the suspicious drowning of a nightclub owner in a small Texas town.
9028,"Lords and Ladies: A Novel of Discworld (Pratchett, Terry. Discworld Series.)",Fantasy|Humor|Satire,"<Lords and Ladies: A Novel of Discworld (Pratchett, Terry."
9029,Small Gods (Discworld Novels (Paperback)),Fantasy|Humor|Satire,<Small Gods (Discworld Novels (Paperback))> is a satirical fantasy novel by Terry Pratchett that explores themes of religion and philosophy through the story of a god who manifests as a tortoise and his reluctant prophet.
9030,Men at Arms: A Novel of Discworld (Discworld Novels (Hardcover)),Fantasy|Humor|Satire,"<Men at Arms: A Novel of Discworld (Discworld Novels (Hardcover))> is a satirical fantasy novel by Terry Pratchett, the fifteenth book in the Discworld series, focusing on the Ankh-Morpork City Watch as they confront a series of mysterious murders and the introduction of the first firearm in their city."
9031,Men at Arms,Fantasy|Humor|Satire,"<Men at Arms> is a satirical fantasy novel by Terry Pratchett, the fifteenth book in the Discworld series, focusing on the Ankh-Morpork City Watch as they confront a series of murders linked to the city's first firearm."
9032,The Bartender's Bible : 1001 Mixed Drinks and Everything You Need to Know to Set Up Your Bar,Cooking|Food & Drink|Cocktails,"<The Bartender's Bible : 1001 Mixed Drinks and Everything You Need to Know to Set Up Your Bar> is a comprehensive guide offering over 1,000 cocktail recipes and essential information for stocking and equipping a bar."
9033,Pulling Your Own Strings: Dynamic Techniques for Dealing with Other People and Living Your Life as You Choose,Self Help|Nonfiction|Psychology|Personal Development,<Pulling Your Own Strings: Dynamic Techniques for Dealing with Other People and Living Your Life as You Choose> is a book by Dr.
9034,Star Trek Memories,Non-fiction|Biography|Memoir|History,"<Star Trek Memories> is William Shatner's candid memoir detailing the creation and production of the original Star Trek series, featuring interviews with cast members and behind-the-scenes anecdotes."
9035,Dolly: My Life and Other Unfinished Business,Biography|Memoir|Music,"<Dolly: My Life and Other Unfinished Business> is a candid autobiography by Dolly Parton, detailing her rags-to-riches journey in the music industry."
9036,Sleeper,Horror|Thriller|Monsters,<Sleeper> is a horror-thriller novel about a deadly creature unleashed within the Pentagon.
9037,Fear of Fifty: A Midlife Memoir (Harperspotlight),Memoir|Nonfiction|Feminism,"<Fear of Fifty: A Midlife Memoir (Harperspotlight)> is a candid exploration of Erica Jong's experiences with aging, sexuality, and feminism as she confronts turning fifty."
9038,Let Us Prey,Action|Thriller|Espionage,"<Let Us Prey> is a fast-paced thriller about a renegade group plotting to destroy the IRS, unaware that two professional killers are poised to play both sides against each other."
9039,Devil's Hole,Thriller|Action|Crime,"<Devil's Hole> is a novel by Bill Branon featuring Arthur Arthur, a professional killer who confronts his most daunting target in Las Vegas while unexpectedly falling in love."
9040,Stitches in Time,Romance|Mystery|Supernatural,"<Stitches in Time> is a supernatural romance novel by Barbara Michaels, where an antique bridal quilt's mysterious influence leads a vintage clothing shop assistant to confront unsettling thoughts and actions."
9041,The Dancing Floor,Gothic Fiction|Romantic Suspense|Mystery,"<The Dancing Floor> is a Gothic fiction novel by Barbara Michaels that intertwines romance and mystery, set against the backdrop of a historic English garden."
9042,Homemade Sin (Callahan Garrity Mysteries (Paperback)),Mystery|Cozy Mystery|Chick Lit,"<Homemade Sin (Callahan Garrity Mysteries (Paperback))> is a mystery novel featuring Callahan Garrity, a professional housecleaner and amateur sleuth, who investigates the suspicious death of her cousin in Atlanta's inner city."
9043,Sacred Clowns (Joe Leaphorn/Jim Chee Novels),Mystery|Detective Fiction|Cultural Heritage,<Sacred Clowns (Joe Leaphorn/Jim Chee Novels)> is a crime novel by Tony Hillerman featuring Navajo Tribal Police officers Joe Leaphorn and Jim Chee as they investigate two murders connected to Native American ceremonies.
9044,Finding Moon,Mystery|Historical Fiction|Thriller,"<Finding Moon> is a novel by Tony Hillerman, set in Southeast Asia during the final days of the Vietnam War, following Moon Mathias's quest to locate his deceased brother's secret child."
9045,The Mysterious West,Mystery|Short Stories|Anthology,"<The Mysterious West> is a 1994 anthology edited by Tony Hillerman, featuring twenty original mystery stories set in the American West."
9046,Fire and Rain : Fire and Rain,Fiction|Mystery|Romance,<Fire and Rain : Fire and Rain> is a love story filled with mystery and heart.
9047,All I Know About Animal Behaviori Learned in Loehmans Dressing Room,Humor|Nonfiction|Essays|Memoir,"<All I Know About Animal Behaviori Learned in Loehmans Dressing Room> is a humorous exploration by Erma Bombeck that draws parallels between human and animal behaviors, offering witty insights into everyday life."
9048,For My Daughters,Fiction|Romance|Women's Fiction|Contemporary Romance,"<For My Daughters> is a novel by Barbara Delinsky that explores the complex relationships between three estranged sisters and their distant mother, set against the backdrop of a Maine estate."
9049,Together Alone,Romance|Women's Fiction|Family Drama,"<Together Alone> is a novel by Barbara Delinsky that explores the lives of three lifelong friends—Emily, Kay, and Celeste—as they navigate personal challenges and redefine their identities after their daughters leave for college."
9050,Shades of Grace,Romance|Fiction|Contemporary Romance|Women's Fiction,<Shades of Grace> is a touching and heartfelt story in which love and devotion are put to the ultimate test.
9051,The Pardon,Crime Fiction|Legal Thriller|Suspense,"<The Pardon> is a legal thriller by James Grippando featuring Miami defense attorney Jack Swyteck, who becomes entangled in a complex case involving his estranged father, Florida's governor, and a series of manipulative events that test their relationship and professional ethics."
9052,Rise &amp; Walk: The Trial &amp; Triumph of Dennis Byrd (Harperspotlight),Biography|Sports|Memoir,"<Rise &amp; Walk: The Trial &amp; Triumph of Dennis Byrd (Harperspotlight)> is a memoir by Dennis Byrd detailing his journey from a spinal injury to recovery, highlighting his football career and personal resilience."
9053,The Fallen Man (Joe Leaphorn Novels),Mystery|Crime|Detective Fiction,"<The Fallen Man (Joe Leaphorn Novels)> is a crime novel by Tony Hillerman, the twelfth in the Joe Leaphorn/Jim Chee Navajo Tribal Police series, first published in 1996."
9054,John Chancellor Makes Me Cry,Nonfiction|Essays|Southern Literature,"<John Chancellor Makes Me Cry> is a collection of heartfelt essays by Anne Rivers Siddons, offering an insightful look into everyday life in the southern United States."
9055,A Return to Love: Reflections on the Principles of a Course in Miracles,Self-help|Spirituality|Nonfiction,<A Return to Love: Reflections on the Principles of a Course in Miracles> is a spiritual guide by Marianne Williamson that explores how love can lead to inner peace and personal transformation.
9056,Fortress in the Eye of Time,Fantasy|High Fantasy|Epic Fantasy,<Fortress in the Eye of Time> is a high fantasy novel by C.
9057,Byzantium,Historical Fiction|Christian Fiction|Fantasy,<Byzantium> is a historical novel by Stephen R.
9058,The Dragon and the Unicorn,Fantasy|Arthurian|Historical Fiction,<The Dragon and the Unicorn> is a novel by A.
9059,The Resume Writer's Handbook (Harper Collins Reference Library),Non-Fiction|Career Development|Self-Help,<The Resume Writer's Handbook (Harper Collins Reference Library)> is a comprehensive guide offering step-by-step instructions and sample formats to assist job seekers in crafting effective resumes.
9060,Everville : The Second Book of the Art,Fantasy|Horror|Dark Fantasy,"<Everville : The Second Book of the Art> is a dark fantasy novel by Clive Barker, exploring the transformation of the town of Everville and its inhabitants as they encounter the mystical realm of Quiddity."
9061,Lily White,Legal Thriller|Family Saga|Romantic Suspense,<Lily White> is a novel by Susan Isaacs that intertwines the story of a Long Island defense lawyer defending a con man accused of murder with a narrative about her own family's complex dynamics.
9062,"Red, White and Blue : A Novel",Fiction|Mystery|Romance,"<Red, White and Blue : A Novel> is a tale of an FBI agent and a journalist investigating an anti-Semitic militia, uncovering shared family ties and confronting the complexities of American identity."
9063,Star Trek Movie Memories : Star Trek Movie Memories,Biography|Non-fiction|Science fiction,"<Star Trek Movie Memories : Star Trek Movie Memories> is a memoir by William Shatner, offering an insider's look into the making of the Star Trek films."
9064,Low Country,Fiction|Southern Fiction|Women's Fiction,<Low Country> is a novel by Anne Rivers Siddons that explores themes of personal renewal and transformation as a Southern woman confronts the challenges of preserving her heritage amidst modern development.
9065,"Nora, Nora: A Novel",Fiction|Historical Fiction|Southern Fiction|Coming-of-Age,"<Nora, Nora: A Novel> is a coming-of-age story set in 1961 Georgia, where twelve-year-old Peyton McKenzie is profoundly influenced by her free-spirited cousin, Nora Findlay, leading to personal growth and a deeper understanding of love and loss."
9066,Fault Lines,Fiction|Chick Lit|Southern|Family,"<Fault Lines> is a novel by Anne Rivers Siddons that follows Merritt Fowler, a devoted caretaker, as she embarks on a transformative journey with her daughter and sister through California's earthquake-prone regions."
9067,Elvis Aaron Presley: Revelations from the Memphis Mafia,Biography|Music|Nonfiction,<Elvis Aaron Presley: Revelations from the Memphis Mafia> is a comprehensive oral biography offering intimate insights into Elvis Presley's life through the recollections of his close associates.
9068,Deal to Die for,Mystery|Crime|Thriller,"<Deal to Die for> is a suspenseful third John Deal crime thriller where the Miami building contractor investigates the apparent suicide of a close friend, uncovering a deadly scheme involving Chinese gangsters and the adult film industry."
9069,Deal on Ice,Mystery|Crime|Thriller,"<Deal on Ice> is a mystery novel by Les Standiford featuring contractor-sleuth John Deal as he investigates the murder of his friend, a Miami bookseller, leading him into a deadly battle for a media empire."
9070,Free to Trade: A Novel of Suspense,Thriller|Suspense|Crime|Financial Thriller,"<Free to Trade: A Novel of Suspense> is a financial thriller by Michael Ridpath, following bond trader Paul Murray as he investigates the suspicious death of a colleague, uncovering a web of fraud and murder."
9071,Dead in the Water,Thriller|Mystery|Crime,<Dead in the Water> is a suspenseful novel where ex-cop turned attorney Stone Barrington defends a young woman accused of murdering her husband on a Caribbean island.
9072,"Is It Hot in Here or Is It Me?: A Personal Look at the Facts, Fallacies, and Feelings of Menopause",Health|Nonfiction,"<Is It Hot in Here or Is It Me?: A Personal Look at the Facts, Fallacies, and Feelings of Menopause> is a candid and humorous exploration of one woman's journey through menopause, offering personal insights and medical information."
9073,Heat,Young Adult|Romance|Science Fiction|Suspense,"<Heat> is a young adult novel by Francine Pascal, featuring Gaia Moore, a high school girl born without the fear gene, who finds herself in dangerous situations, righting wrongs, avenging hurts, and solving mysteries."
9074,Crimson Green: A Quinn Parker Novel of Suspense,Mystery|Suspense|Amateur Sleuth,<Crimson Green: A Quinn Parker Novel of Suspense> is a mystery novel where San Francisco phobia therapist Quinn Parker investigates the sniper murder of his friend during the U.S.
9075,Happy Never After : A Callahan Garrity Mystery,Mystery|Cozy Mystery|Southern Fiction,"<Happy Never After : A Callahan Garrity Mystery> is a novel featuring Callahan Garrity, a former Atlanta cop turned cleaning service owner, who investigates the murder of a recording company president to prove the innocence of a washed-up 1960s rock star."
9076,Lickety-Split,Mystery|Thriller,"<Lickety-Split> is a mystery novel featuring Truman Kicklighter, a retired reporter who investigates a murder at a Florida dog track."
9077,Twelve Red Herrings,Fiction|Short Stories|Mystery|Thriller,"<Twelve Red Herrings> is a collection of twelve short stories by Jeffrey Archer, each featuring unexpected twists and challenges readers to identify a red herring in every tale."
9078,Over the Edge,Mystery|Thriller|Crime,<Over the Edge> is a gripping novel where child psychologist Alex Delaware investigates the case of a former patient accused of a series of chilling murders.
9079,Retribution,Legal Thriller|Crime Fiction|Mystery|Suspense,<Retribution> is a legal thriller that follows prosecutor C.J.
9080,Fallen Skies,Historical Fiction|Romance|World War I,"<Fallen Skies> is a novel by Philippa Gregory that explores the aftermath of World War I through the lives of Lily Valance, a music hall singer, and Captain Stephen Winters, a decorated war hero."
9081,Hunter's Moon,Romance|Romantic Suspense|Mystery,"<Hunter's Moon> is a romantic suspense novel by Karen Robards, featuring a young woman and an FBI agent investigating a racehorse-fixing scheme in Kentucky."
9082,Fashionably Late,Fiction|Chick Lit|Romance|Women's Fiction,"<Fashionably Late> is a novel by Olivia Goldsmith that follows Karen Kahn, a successful New York fashion designer, as she navigates the challenges of her career, marriage, and desire for motherhood."
9083,Render Up the Body : A Novel of Suspense,Mystery|Legal Thriller|Suspense,"<Render Up the Body : A Novel of Suspense> is a legal thriller following Lucinda Hayes, a former prosecutor turned rape crisis center director, as she navigates the complexities of defending a death row inmate convicted of rape and murder."
9084,Simple Isn't Easy: How to Find Your Personal Style and Look Fantastic Every Day!,Self Help|Fashion|Nonfiction,"<Simple Isn't Easy: How to Find Your Personal Style and Look Fantastic Every Day!> is a humorous and practical guide offering tips on closet organization, discovering personal signature styles, and saving money while shopping."
9085,Reflection,Fiction|Romance|Mystery,"<Reflection> is Reflection is a novel by Diane Chamberlain that delves into themes of love, secrets, and suspense as it follows Rachel Huber's return to her hometown to care for her ailing grandmother, confronting past tragedies and uncovering hidden truths."
